		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
16/02/00	11:00 a	19.8	21.1	18.7	24	-1.4	0.4	ENE	1.61	2.7	---	19.8	17.3	17.3	---	788.2	0.00	---	---	---	---	---	---	---	0.000	0.060	18.4	26	-1.4	16.0	---	---	1	---	60
16/02/00	12:00 p	21.4	22.4	20.8	24	0.0	1.3	NE	4.83	4.0	---	21.4	19.2	19.2	---	787.1	0.00	---	---	---	---	---	---	---	0.000	0.130	18.7	28	-0.2	16.4	---	---	1	---	60
16/02/00	1:00 p	23.7	24.7	22.3	21	0.1	0.9	ENE	3.22	4.0	---	23.7	22.3	22.3	---	786.2	0.00	---	---	---	---	---	---	---	0.000	0.225	18.8	29	0.4	16.7	---	---	1	---	60
16/02/00	2:00 p	24.8	25.7	24.0	17	-1.9	1.8	N	6.44	4.9	---	24.8	23.8	23.8	---	785.4	0.00	---	---	---	---	---	---	---	0.000	0.271	18.8	28	-0.1	16.6	---	---	1	---	60
16/02/00	3:00 p	25.7	26.4	25.2	17	-1.2	1.8	NNW	6.44	5.4	---	25.7	24.3	24.3	---	784.5	0.00	---	---	---	---	---	---	---	0.000	0.308	18.9	27	-0.5	16.5	---	---	1	---	60
16/02/00	4:00 p	26.2	27.1	25.1	15	-2.5	1.3	ENE	4.83	4.9	---	26.2	24.3	24.3	---	783.9	0.00	---	---	---	---	---	---	---	0.000	0.326	19.1	28	0.2	16.9	---	---	1	---	60
16/02/00	5:00 p	25.4	26.2	24.7	17	-1.5	0.9	NNW	3.22	3.1	---	25.4	24.2	24.2	---	783.8	0.00	---	---	---	---	---	---	---	0.000	0.294	19.1	26	-0.9	16.6	---	---	1	---	60
16/02/00	6:00 p	24.1	24.7	23.1	19	-1.0	0.4	NW	1.61	2.7	---	24.1	22.7	22.7	---	783.9	0.00	---	---	---	---	---	---	---	0.000	0.238	19.3	31	1.8	17.4	---	---	1	---	60
16/02/00	7:00 p	21.8	23.2	20.8	31	3.9	0.9	ESE	3.22	3.1	---	21.8	20.1	20.1	---	784.5	0.00	---	---	---	---	---	---	---	0.000	0.146	19.6	31	2.0	17.6	---	---	1	---	60
16/02/00	8:00 p	20.1	20.9	19.3	33	3.3	1.3	NE	4.83	4.9	---	20.1	18.3	18.3	---	785.8	0.00	---	---	---	---	---	---	---	0.000	0.074	19.9	34	3.6	18.2	---	---	1	---	60
16/02/00	9:00 p	18.7	19.5	18.1	36	3.3	0.4	ENE	1.61	4.0	---	18.7	17.0	17.0	---	786.3	0.00	---	---	---	---	---	---	---	0.000	0.014	19.7	33	3.0	17.9	---	---	1	---	60
16/02/00	10:00 p	17.3	18.1	16.7	42	4.3	0.0	ENE	0.00	0.9	---	17.3	15.9	15.9	---	786.6	0.00	---	---	---	---	---	---	---	0.042	0.000	19.6	33	2.9	17.8	---	---	1	---	60
16/02/00	11:00 p	16.1	16.8	15.7	42	3.2	0.0	ENE	0.00	1.3	---	16.1	14.7	14.7	---	787.0	0.00	---	---	---	---	---	---	---	0.093	0.000	19.6	35	3.7	17.8	---	---	1	---	60
17/02/00	12:00 a	16.0	16.8	14.7	49	5.3	0.4	NNW	1.61	3.1	---	16.0	14.8	14.8	---	786.7	0.00	---	---	---	---	---	---	---	0.097	0.000	19.4	35	3.6	17.7	---	---	1	---	60
17/02/00	1:00 a	14.3	14.9	14.0	50	4.0	0.4	NNW	1.61	1.8	---	14.3	13.2	13.2	---	786.6	0.00	---	---	---	---	---	---	---	0.167	0.000	19.2	35	3.3	17.4	---	---	1	---	60
17/02/00	2:00 a	13.7	14.2	13.2	52	4.0	0.4	W	1.61	1.8	---	13.7	12.7	12.7	---	786.2	0.00	---	---	---	---	---	---	---	0.194	0.000	18.9	36	3.5	17.3	---	---	1	---	60
17/02/00	3:00 a	12.7	13.4	12.1	54	3.6	0.0	W	0.00	1.8	---	12.7	11.8	11.8	---	785.6	0.00	---	---	---	---	---	---	---	0.236	0.000	18.9	35	3.1	17.2	---	---	1	---	60
17/02/00	4:00 a	11.8	12.3	11.4	58	3.8	0.0	W	0.00	0.4	---	11.8	11.2	11.2	---	785.4	0.00	---	---	---	---	---	---	---	0.271	0.000	18.6	35	2.8	16.9	---	---	1	---	60
17/02/00	5:00 a	11.3	11.6	10.9	59	3.6	0.0	SE	0.00	1.3	---	11.3	10.7	10.7	---	785.5	0.00	---	---	---	---	---	---	---	0.292	0.000	18.4	36	3.1	16.7	---	---	1	---	60
17/02/00	6:00 a	10.7	11.1	10.2	63	3.9	0.0	SSE	0.00	1.3	---	10.7	10.2	10.2	---	785.4	0.00	---	---	---	---	---	---	---	0.319	0.000	18.1	37	3.1	16.4	---	---	1	---	60
17/02/00	7:00 a	10.1	10.4	9.9	64	3.6	0.0	---	0.00	0.0	---	10.1	9.7	9.7	---	786.1	0.00	---	---	---	---	---	---	---	0.343	0.000	18.1	37	3.1	16.4	---	---	1	---	60
17/02/00	8:00 a	11.1	12.8	9.9	58	3.2	0.0	SSE	0.00	1.8	---	11.1	10.5	10.5	---	786.9	0.00	---	---	---	---	---	---	---	0.301	0.000	17.8	38	3.3	16.2	---	---	1	---	60
17/02/00	9:00 a	14.6	16.2	12.9	42	1.8	0.0	ENE	0.00	1.8	---	14.6	13.2	13.2	---	787.4	0.00	---	---	---	---	---	---	---	0.157	0.000	18.2	37	3.3	16.6	---	---	1	---	60
17/02/00	10:00 a	17.3	18.0	16.1	40	3.5	0.4	ENE	1.61	2.7	---	17.3	15.8	15.8	---	787.8	0.00	---	---	---	---	---	---	---	0.044	0.000	18.7	37	3.7	17.1	---	---	1	---	60
17/02/00	11:00 a	19.1	20.0	17.6	33	2.4	0.9	ENE	3.22	3.6	---	19.1	17.3	17.3	---	787.3	0.00	---	---	---	---	---	---	---	0.000	0.032	18.9	36	3.5	17.3	---	---	1	---	60
17/02/00	12:00 p	21.0	22.2	19.8	30	2.7	1.3	NNW	4.83	4.0	---	21.0	19.0	19.0	---	786.5	0.00	---	---	---	---	---	---	---	0.000	0.111	19.1	35	3.3	17.4	---	---	1	---	60
17/02/00	1:00 p	22.6	23.8	21.5	24	1.0	1.3	N	4.83	4.5	---	22.6	20.8	20.8	---	785.3	0.00	---	---	---	---	---	---	---	0.000	0.176	19.2	34	2.9	17.4	---	---	1	---	60
17/02/00	2:00 p	24.1	24.9	23.5	22	1.0	1.3	NW	4.83	4.0	---	24.1	22.9	22.9	---	784.2	0.00	---	---	---	---	---	---	---	0.000	0.241	19.3	33	2.6	17.4	---	---	1	---	60
17/02/00	3:00 p	24.9	25.8	24.2	22	1.7	1.3	NNE	4.83	4.0	---	24.9	24.1	24.1	---	783.2	0.00	---	---	---	---	---	---	---	0.000	0.273	19.4	33	2.7	17.6	---	---	1	---	60
17/02/00	4:00 p	24.7	26.0	23.1	24	2.7	1.8	ENE	6.44	4.5	---	24.7	23.8	23.8	---	782.7	0.00	---	---	---	---	---	---	---	0.000	0.264	19.4	32	2.3	17.6	---	---	1	---	60
17/02/00	5:00 p	23.6	23.9	23.1	24	1.8	0.4	E	1.61	3.1	---	23.6	22.3	22.3	---	782.5	0.00	---	---	---	---	---	---	---	0.000	0.218	19.7	33	2.9	17.8	---	---	1	---	60
17/02/00	6:00 p	22.8	23.8	22.2	24	1.1	0.4	E	1.61	2.2	---	22.8	21.2	21.2	---	782.8	0.00	---	---	---	---	---	---	---	0.000	0.185	20.2	38	5.4	18.7	---	---	1	---	60
17/02/00	7:00 p	21.1	22.3	20.1	43	8.0	0.4	SSE	1.61	2.7	---	21.1	19.8	19.8	---	783.4	0.00	---	---	---	---	---	---	---	0.000	0.116	20.7	40	6.6	19.3	---	---	1	---	60
17/02/00	8:00 p	19.7	20.1	18.6	48	8.3	0.9	NNW	3.22	3.1	---	19.7	18.8	18.8	---	784.3	0.00	---	---	---	---	---	---	---	0.000	0.056	20.6	41	6.9	19.3	---	---	1	---	60
17/02/00	9:00 p	18.1	18.6	17.5	50	7.5	0.9	ESE	3.22	4.5	---	18.1	17.2	17.2	---	785.2	0.00	---	---	---	---	---	---	---	0.009	0.000	20.2	41	6.5	18.9	---	---	1	---	60
17/02/00	10:00 p	16.9	17.5	16.4	55	7.8	0.0	E	0.00	1.3	---	16.9	16.1	16.1	---	785.7	0.00	---	---	---	---	---	---	---	0.058	0.000	20.1	41	6.4	18.8	---	---	1	---	60
17/02/00	11:00 p	16.2	16.5	15.7	59	8.1	0.4	E	1.61	1.8	---	16.2	15.4	15.4	---	785.8	0.00	---	---	---	---	---	---	---	0.090	0.000	19.9	42	6.6	18.7	---	---	1	---	60
18/02/00	12:00 a	15.4	15.9	15.0	59	7.4	0.0	SE	0.00	1.8	---	15.4	14.6	14.6	---	785.9	0.00	---	---	---	---	---	---	---	0.123	0.000	19.7	42	6.4	18.4	---	---	1	---	60
18/02/00	1:00 a	14.6	15.1	13.9	64	7.8	0.0	S	0.00	0.9	---	14.6	13.9	13.9	---	785.5	0.00	---	---	---	---	---	---	---	0.157	0.000	19.5	43	6.6	18.3	---	---	1	---	60
18/02/00	2:00 a	13.7	14.0	13.4	64	7.0	0.0	ESE	0.00	1.8	---	13.7	13.1	13.1	---	785.4	0.00	---	---	---	---	---	---	---	0.192	0.000	19.3	42	6.1	18.1	---	---	1	---	60
18/02/00	3:00 a	13.3	13.6	13.1	65	6.9	0.0	SSW	0.00	1.3	---	13.3	12.8	12.8	---	785.2	0.00	---	---	---	---	---	---	---	0.208	0.000	19.0	43	6.1	17.7	---	---	1	---	60
18/02/00	4:00 a	12.6	13.2	12.3	68	6.9	0.0	SSW	0.00	0.9	---	12.6	12.1	12.1	---	784.7	0.00	---	---	---	---	---	---	---	0.238	0.000	19.1	43	6.2	17.8	---	---	1	---	60
18/02/00	5:00 a	12.0	12.4	11.6	72	7.1	0.0	SSW	0.00	1.8	---	12.0	11.7	11.7	---	784.6	0.00	---	---	---	---	---	---	---	0.264	0.000	18.8	43	6.0	17.6	---	---	1	---	60
18/02/00	6:00 a	11.3	11.9	10.8	74	6.9	0.0	SSE	0.00	1.3	---	11.3	11.1	11.1	---	785.0	0.00	---	---	---	---	---	---	---	0.292	0.000	18.5	44	6.0	17.2	---	---	1	---	60
18/02/00	7:00 a	11.0	11.3	10.6	74	6.5	0.0	SW	0.00	1.8	---	11.0	10.8	10.8	---	785.7	0.00	---	---	---	---	---	---	---	0.306	0.000	18.2	44	5.8	16.9	---	---	1	---	60
18/02/00	8:00 a	11.4	13.2	10.5	66	5.3	0.0	---	0.00	0.0	---	11.4	11.0	11.0	---	786.4	0.00	---	---	---	---	---	---	---	0.287	0.000	18.3	44	5.8	17.0	---	---	1	---	60
18/02/00	9:00 a	14.3	15.6	13.1	59	6.4	0.4	SW	1.61	1.8	---	14.3	13.6	13.6	---	786.8	0.00	---	---	---	---	---	---	---	0.167	0.000	18.4	44	5.9	17.1	---	---	1	---	60
18/02/00	10:00 a	17.1	18.6	15.6	48	6.0	0.4	SE	1.61	1.8	---	17.1	15.9	15.9	---	787.1	0.00	---	---	---	---	---	---	---	0.053	0.000	18.8	43	6.0	17.6	---	---	1	---	60
18/02/00	11:00 a	19.8	20.5	18.6	40	5.8	0.4	NE	1.61	3.1	---	19.8	18.4	18.4	---	786.6	0.00	---	---	---	---	---	---	---	0.000	0.060	19.2	42	5.9	17.9	---	---	1	---	60
18/02/00	12:00 p	20.8	21.5	20.1	36	5.2	1.3	W	4.83	4.0	---	20.8	19.2	19.2	---	786.2	0.00	---	---	---	---	---	---	---	0.000	0.104	19.4	41	5.8	18.1	---	---	1	---	60
18/02/00	1:00 p	22.1	23.0	21.3	31	4.1	1.3	NW	4.83	4.0	---	22.1	20.4	20.4	---	785.1	0.00	---	---	---	---	---	---	---	0.000	0.155	19.5	40	5.5	18.1	---	---	1	---	60
18/02/00	2:00 p	23.3	24.1	22.8	28	3.7	1.3	NNE	4.83	4.9	---	23.3	22.2	22.2	---	784.3	0.00	---	---	---	---	---	---	---	0.000	0.206	19.6	38	4.8	18.1	---	---	1	---	60
18/02/00	3:00 p	23.6	24.7	22.7	28	4.0	0.9	ESE	3.22	3.6	---	23.6	22.6	22.6	---	783.5	0.00	---	---	---	---	---	---	---	0.000	0.220	19.6	36	4.1	18.0	---	---	1	---	60
18/02/00	4:00 p	23.0	24.2	22.6	27	3.0	0.4	W	1.61	2.2	---	23.0	21.7	21.7	---	783.0	0.00	---	---	---	---	---	---	---	0.000	0.194	19.7	36	4.2	18.1	---	---	1	---	60
18/02/00	5:07 p	24.1	24.6	23.5	27	3.9	0.9	NNW	3.22	2.7	---	24.1	23.1	23.1	---	782.8	0.00	---	---	---	---	---	---	---	0.000	0.241	19.7	36	4.2	18.1	---	---	1	---	60
18/02/00	6:07 p	22.9	23.5	22.0	36	7.0	1.8	N	6.44	6.3	---	22.9	22.0	22.0	---	783.7	0.00	---	---	---	---	---	---	---	0.000	0.190	20.0	36	4.5	18.4	---	---	1	---	60
18/02/00	7:07 p	20.8	22.0	19.6	35	4.8	3.1	NE	11.27	8.5	---	20.8	19.2	19.2	---	784.9	0.00	---	---	---	---	---	---	---	0.000	0.104	19.9	37	4.8	18.3	---	---	1	---	60
18/02/00	8:07 p	18.9	19.8	18.0	52	8.9	1.3	E	4.83	7.2	---	18.9	18.2	18.2	---	786.1	0.00	---	---	---	---	---	---	---	0.000	0.025	19.9	38	5.1	18.4	---	---	1	---	60
18/02/00	9:07 p	17.6	18.2	17.1	46	5.8	0.4	SE	1.61	4.9	---	17.6	16.3	16.3	---	786.8	0.00	---	---	---	---	---	---	---	0.032	0.000	19.9	39	5.5	18.5	---	---	1	---	60
18/02/00	10:07 p	16.7	17.2	16.4	45	4.7	0.0	NNE	0.00	1.8	---	16.7	15.4	15.4	---	786.6	0.00	---	---	---	---	---	---	---	0.067	0.000	19.8	38	5.1	18.3	---	---	1	---	60
18/02/00	11:07 p	16.2	16.7	15.8	55	7.1	0.9	WNW	3.22	3.1	---	16.2	15.3	15.3	---	787.0	0.00	---	---	---	---	---	---	---	0.090	0.000	19.8	39	5.4	18.3	---	---	1	---	60
19/02/00	12:07 a	16.0	16.7	15.6	48	5.0	1.3	WNW	4.83	4.0	---	16.0	14.8	14.8	---	786.8	0.00	---	---	---	---	---	---	---	0.097	0.000	19.8	37	4.7	18.2	---	---	1	---	60
19/02/00	1:07 a	15.6	15.9	14.9	45	3.7	0.9	NNW	3.22	3.1	---	15.6	14.3	14.3	---	786.3	0.00	---	---	---	---	---	---	---	0.113	0.000	19.7	35	3.8	18.1	---	---	1	---	60
19/02/00	2:07 a	14.3	15.1	13.8	44	2.2	0.0	NW	0.00	0.9	---	14.3	13.1	13.1	---	786.1	0.00	---	---	---	---	---	---	---	0.167	0.000	19.6	34	3.3	17.8	---	---	1	---	60
19/02/00	3:07 a	13.5	14.3	12.8	48	2.7	0.0	NW	0.00	0.9	---	13.5	12.4	12.4	---	785.9	0.00	---	---	---	---	---	---	---	0.201	0.000	19.4	34	3.1	17.6	---	---	1	---	60
19/02/00	4:07 a	12.4	12.9	11.7	48	1.7	0.0	NW	0.00	1.8	---	12.4	11.3	11.3	---	785.7	0.00	---	---	---	---	---	---	---	0.248	0.000	19.2	33	2.5	17.4	---	---	1	---	60
19/02/00	5:07 a	11.6	11.9	11.3	48	0.9	0.4	NW	1.61	1.3	---	11.6	10.6	10.6	---	785.9	0.00	---	---	---	---	---	---	---	0.282	0.000	18.9	32	1.9	17.1	---	---	1	---	60
19/02/00	6:07 a	10.4	11.5	9.9	53	1.2	0.0	NW	0.00	0.9	---	10.4	9.8	9.8	---	786.5	0.00	---	---	---	---	---	---	---	0.331	0.000	18.8	33	2.2	16.9	---	---	1	---	60
19/02/00	7:07 a	9.9	10.4	9.5	55	1.3	0.0	NW	0.00	1.8	---	9.9	9.4	9.4	---	787.2	0.00	---	---	---	---	---	---	---	0.350	0.000	18.4	33	1.8	16.5	---	---	1	---	60
19/02/00	8:07 a	10.4	13.1	9.2	45	-1.0	0.0	---	0.00	0.0	---	10.4	9.6	9.6	---	787.8	0.00	---	---	---	---	---	---	---	0.329	0.000	18.4	33	1.8	16.5	---	---	1	---	60
19/02/00	9:07 a	14.2	15.3	13.1	43	1.8	0.4	ENE	1.61	2.2	---	14.2	12.8	12.8	---	788.8	0.00	---	---	---	---	---	---	---	0.174	0.000	18.4	33	1.9	16.6	---	---	1	---	60
19/02/00	10:07 a	14.5	15.8	13.4	51	4.5	1.8	NW	6.44	4.5	---	14.5	13.4	13.4	---	789.2	0.00	---	---	---	---	---	---	---	0.160	0.000	18.7	36	3.3	17.1	---	---	1	---	60
19/02/00	11:07 a	17.1	18.7	15.7	38	2.7	1.8	NNW	6.44	4.5	---	17.1	15.5	15.5	---	789.0	0.00	---	---	---	---	---	---	---	0.051	0.000	19.0	37	4.0	17.4	---	---	1	---	60
19/02/00	12:07 p	19.3	20.2	18.3	33	2.6	1.8	NW	6.44	4.9	---	19.3	17.4	17.4	---	788.3	0.00	---	---	---	---	---	---	---	0.000	0.039	19.2	36	3.7	17.5	---	---	1	---	60
19/02/00	1:07 p	20.6	21.3	19.4	32	3.3	1.8	N	6.44	4.9	---	20.6	18.7	18.7	---	787.5	0.00	---	---	---	---	---	---	---	0.000	0.095	19.2	34	3.0	17.4	---	---	1	---	60
19/02/00	2:07 p	21.8	22.8	20.4	26	1.4	1.8	NNW	6.44	7.2	---	21.8	19.8	19.8	---	786.7	0.00	---	---	---	---	---	---	---	0.000	0.144	19.3	34	3.1	17.6	---	---	1	---	60
19/02/00	3:07 p	22.4	23.0	21.9	33	5.3	2.7	NNW	9.66	8.0	---	22.4	21.1	21.1	---	785.9	0.00	---	---	---	---	---	---	---	0.000	0.169	19.4	34	3.1	17.6	---	---	1	---	60
19/02/00	4:07 p	22.3	22.6	21.9	31	4.3	3.1	NW	11.27	8.5	---	22.3	20.8	20.8	---	785.5	0.00	---	---	---	---	---	---	---	0.000	0.164	19.5	35	3.6	17.8	---	---	1	---	60
19/02/00	5:07 p	21.8	23.0	20.4	38	6.9	3.6	NNE	12.87	9.8	---	21.6	20.5	20.2	---	785.7	0.00	---	---	---	---	---	---	---	0.000	0.146	19.6	36	4.1	17.9	---	---	1	---	60
19/02/00	6:07 p	19.5	20.6	18.4	47	7.9	4.5	NNE	16.09	10.3	---	18.4	18.6	17.4	---	786.8	0.00	---	---	---	---	---	---	---	0.000	0.049	19.6	38	4.8	18.1	---	---	1	---	60
19/02/00	7:07 p	17.5	18.6	16.7	53	7.8	4.5	NNE	16.09	10.3	---	16.2	16.6	15.3	---	787.7	0.00	---	---	---	---	---	---	---	0.035	0.000	19.6	40	5.6	18.2	---	---	1	---	60
19/02/00	8:07 p	16.4	16.9	15.8	55	7.4	3.1	NNE	11.27	6.3	---	16.2	15.6	15.4	---	788.8	0.00	---	---	---	---	---	---	---	0.079	0.000	19.6	40	5.6	18.2	---	---	1	---	60
19/02/00	9:07 p	15.6	16.1	15.1	59	7.6	3.1	NNW	11.27	6.7	---	15.2	14.8	14.4	---	789.5	0.00	---	---	---	---	---	---	---	0.113	0.000	19.5	41	5.9	18.2	---	---	1	---	60
19/02/00	10:07 p	14.6	15.2	14.2	66	8.3	3.6	NNW	12.87	7.6	---	13.6	14.1	13.1	---	790.0	0.00	---	---	---	---	---	---	---	0.155	0.000	19.4	43	6.5	18.3	---	---	1	---	60
19/02/00	11:07 p	14.2	14.4	13.9	67	8.1	3.1	NNW	11.27	7.2	---	13.4	13.7	12.9	---	790.7	0.00	---	---	---	---	---	---	---	0.174	0.000	19.4	44	6.8	18.3	---	---	1	---	60
20/02/00	12:07 a	13.9	14.1	13.7	71	8.7	3.1	NNW	11.27	7.6	---	13.1	13.5	12.7	---	790.6	0.00	---	---	---	---	---	---	---	0.185	0.000	19.3	44	6.8	18.2	---	---	1	---	60
20/02/00	1:07 a	13.6	13.8	13.3	73	8.8	3.1	NNW	11.27	6.7	---	12.7	13.2	12.3	---	790.4	0.00	---	---	---	---	---	---	---	0.199	0.000	19.3	46	7.4	18.3	---	---	1	---	60
20/02/00	2:07 a	13.3	13.6	12.9	76	9.1	2.7	NNW	9.66	6.3	---	12.6	13.0	12.3	---	790.0	0.00	---	---	---	---	---	---	---	0.211	0.000	19.3	47	7.7	18.3	---	---	1	---	60
20/02/00	3:07 a	12.7	13.1	12.3	80	9.3	2.2	NNW	8.05	5.8	---	12.2	12.5	12.0	---	789.8	0.00	---	---	---	---	---	---	---	0.236	0.000	19.1	48	7.8	18.2	---	---	1	---	60
20/02/00	4:07 a	12.2	12.5	11.9	80	8.9	2.7	NW	9.66	5.4	---	11.3	12.1	11.2	---	789.3	0.00	---	---	---	---	---	---	---	0.255	0.000	19.0	48	7.7	18.0	---	---	1	---	60
20/02/00	5:07 a	12.3	12.5	12.0	79	8.7	2.2	NW	8.05	4.9	---	11.7	12.1	11.5	---	789.6	0.00	---	---	---	---	---	---	---	0.252	0.000	18.9	48	7.7	17.9	---	---	1	---	60
20/02/00	6:07 a	12.2	12.4	12.0	79	8.6	2.2	NNW	8.05	4.9	---	11.6	12.0	11.4	---	789.6	0.00	---	---	---	---	---	---	---	0.257	0.000	18.9	48	7.6	17.9	---	---	1	---	60
20/02/00	7:07 a	12.0	12.2	11.8	80	8.7	2.2	NNW	8.05	4.5	---	11.3	11.8	11.2	---	790.4	0.00	---	---	---	---	---	---	---	0.264	0.000	18.8	48	7.5	17.8	---	---	1	---	60
20/02/00	8:07 a	12.0	12.3	11.7	79	8.5	2.2	NW	8.05	4.9	---	11.3	11.8	11.2	---	790.8	0.00	---	---	---	---	---	---	---	0.264	0.000	18.6	48	7.4	17.6	---	---	1	---	60
20/02/00	9:07 a	12.4	13.4	11.8	74	7.9	2.2	NNW	8.05	4.5	---	11.9	12.2	11.6	---	791.1	0.00	---	---	---	---	---	---	---	0.245	0.000	18.7	48	7.5	17.7	---	---	1	---	60
20/02/00	10:07 a	13.2	13.5	12.9	72	8.2	2.2	NNW	8.05	5.4	---	12.7	12.8	12.3	---	791.8	0.00	---	---	---	---	---	---	---	0.215	0.000	18.7	48	7.5	17.7	---	---	1	---	60
20/02/00	11:07 a	14.0	14.7	13.5	65	7.5	2.2	NW	8.05	4.9	---	13.7	13.4	13.1	---	791.7	0.00	---	---	---	---	---	---	---	0.181	0.000	18.7	48	7.5	17.7	---	---	1	---	60
20/02/00	12:07 p	15.5	16.9	14.6	56	6.8	1.8	NW	6.44	5.4	---	15.5	14.7	14.7	---	790.9	0.00	---	---	---	---	---	---	---	0.118	0.000	18.8	50	8.1	17.9	---	---	1	---	60
20/02/00	1:07 p	17.9	18.9	16.8	48	6.7	1.8	NNW	6.44	6.7	---	17.9	16.8	16.8	---	789.8	0.00	---	---	---	---	---	---	---	0.019	0.000	18.9	47	7.3	17.8	---	---	1	---	60
20/02/00	2:07 p	19.2	20.4	17.8	42	5.9	1.8	NNW	6.44	7.2	---	19.2	17.9	17.9	---	788.8	0.00	---	---	---	---	---	---	---	0.000	0.035	19.0	45	6.8	17.8	---	---	1	---	60
20/02/00	3:07 p	20.6	22.2	19.2	38	5.8	1.8	NW	6.44	6.3	---	20.6	19.1	19.1	---	787.6	0.00	---	---	---	---	---	---	---	0.000	0.095	19.1	44	6.5	17.9	---	---	1	---	60
20/02/00	4:07 p	21.7	22.3	21.2	36	6.0	1.8	NNW	6.44	5.8	---	21.7	20.2	20.2	---	787.1	0.00	---	---	---	---	---	---	---	0.000	0.141	19.1	43	6.2	17.9	---	---	1	---	60
20/02/00	5:07 p	21.1	22.2	20.3	40	6.9	1.3	N	4.83	3.6	---	21.1	19.6	19.6	---	787.1	0.00	---	---	---	---	---	---	---	0.000	0.113	19.2	42	5.9	17.9	---	---	1	---	60
